iter	Logloss
435	0.1988236932
436	0.198371399
437	0.1982057027
438	0.1979302709
439	0.1974827375
440	0.197333401
441	0.1968027706
442	0.1964130371
443	0.1959740731
444	0.1956384825
445	0.1954766598
446	0.195139641
447	0.1950121824
448	0.1946818286
449	0.1944232542
450	0.1943018331
451	0.1940769303
452	0.1938817174
453	0.193665016
454	0.1933917482
455	0.1932420438
456	0.1929201729
457	0.1926124112
458	0.1922971837
459	0.1918775656
460	0.1916911601
461	0.1913229799
462	0.1910665262
463	0.190881722
464	0.1905326931
465	0.190367711
466	0.1900281604
467	0.1897958134
468	0.189475176
469	0.1893316606
470	0.1891180321
471	0.1888134082
472	0.1886645694
473	0.188132857
474	0.1879636768
475	0.1874464414
476	0.1870535269
477	0.186606621
478	0.186302062
479	0.1861499556
480	0.1859024391
481	0.1857171589
482	0.1855333934
483	0.1851415176
484	0.1848821425
485	0.1845584539
486	0.1842382276
487	0.1840701943
488	0.183746722
489	0.1836156279
490	0.1834904847
491	0.1832590034
492	0.1828872094
493	0.1826690149
494	0.182508166
495	0.1822732872
496	0.1819974226
497	0.1817663092
498	0.1815982542
499	0.1810791795
500	0.1805043713
501	0.1802026146
502	0.179910466
503	0.1796155259
504	0.1793450821
505	0.1789698257
506	0.1787497053
507	0.1784299767
508	0.1782634041
509	0.1781380986
510	0.1777824804
511	0.1776297248
512	0.1774933397
513	0.1773129284
514	0.1771528044
515	0.1770714711
516	0.1768282718
517	0.1765287224
518	0.1762078144
519	0.1760900721
520	0.1759314629
521	0.1757976638
522	0.1755435797
523	0.1753203648
524	0.1748029347
525	0.1745285307
526	0.1742571672
527	0.1741312775
528	0.1739689354
529	0.1738490074
530	0.1736909393
531	0.1734403391
532	0.1731864606
533	0.1730000551
534	0.1727349562
535	0.1724410115
536	0.1721846336
537	0.1719431438
538	0.1717802824
539	0.171681475
540	0.1714682685
541	0.1710702253
542	0.1708745147
543	0.1707615764
544	0.1705559871
545	0.1702910614
546	0.1700352461
547	0.1698552459
548	0.1695304212
549	0.1692383051
550	0.1690372493
551	0.1689360939
552	0.1688365831
553	0.1686019965
554	0.1684163267
555	0.1681472786
556	0.1676972999
557	0.1673873093
558	0.1671399659
559	0.1668810453
560	0.1667053623
561	0.1665391034
562	0.1663763394
563	0.1661552019
564	0.1660095875
565	0.1658259843
566	0.1656606127
567	0.165369492
568	0.1652624181
569	0.165028275
570	0.1648314283
571	0.1645582903
572	0.16419156
573	0.1640794224
574	0.1638650581
575	0.1637057673
576	0.1634266243
577	0.16315921
578	0.1630171553
579	0.1627984198
580	0.1625036853
581	0.1622607997
582	0.1621100675
583	0.1618905313
584	0.1617438133
585	0.1615653712
586	0.1611433295
587	0.1608262409
588	0.1607020608
589	0.1603747799
590	0.1601790367
591	0.159994925
592	0.1598253336
593	0.1596871741
594	0.1595230576
595	0.1593189507
596	0.1588581412
597	0.1587740704
598	0.1586708268
599	0.1584264914
600	0.1583257471
601	0.1581500858
602	0.1579929373
603	0.1578254017
604	0.1576579093
605	0.1572901295
606	0.1570813484
607	0.1569356798
608	0.1566260571
609	0.1563668659
610	0.1561584094
611	0.1559564773
612	0.1557621299
613	0.1556222608
614	0.1554557531
615	0.1553647684
616	0.1551985637
617	0.1550019008
618	0.1548385525
619	0.1546760266
620	0.1545683467
621	0.1544493493
622	0.1543256343
623	0.1539725155
624	0.1538798104
625	0.1536673505
626	0.1535759439
627	0.153414976
628	0.1531844252
629	0.1529144033
630	0.1527532839
631	0.1526011234
632	0.1525258168
633	0.1523286887
634	0.1521697765
635	0.1519505975
636	0.151866267
637	0.1516518487
638	0.1515476529
639	0.1512969013
640	0.1511754261
641	0.151087893
642	0.1509586815
643	0.1508448019
644	0.1506057466
645	0.1504899086
646	0.1503946716
647	0.1500865096
648	0.1499703469
649	0.1498861788
650	0.1497318218
651	0.1495595255
652	0.14944966
653	0.1491638952
654	0.1489597883
655	0.1488164352
656	0.1487421131
657	0.1486523944
658	0.1485591916
659	0.1483871008
660	0.1483053239
661	0.1481466822
662	0.1478870691
663	0.1477127819
664	0.147533907
665	0.1473205382
666	0.1472470818
667	0.1470892517
668	0.1468902626
669	0.1467965296
670	0.1466674264
671	0.1464130285
672	0.1463605194
673	0.1462694049
674	0.1461330631
675	0.1460565014
676	0.145950715
677	0.1458174677
678	0.1455986457
679	0.1454607242
680	0.1452668638
681	0.1451627329
682	0.1450782401
683	0.1448628047
684	0.1447682819
685	0.1445963643
686	0.1443577959
687	0.1441743875
688	0.1440566884
689	0.1439512267
690	0.1436441466
691	0.1434084239
692	0.1431639803
693	0.1431046114
694	0.1429808099
695	0.1428971827
696	0.1428092168
697	0.1427121189
698	0.1426421356
699	0.1424501903
700	0.1423657733
701	0.1422173024
702	0.1421261121
703	0.1420359389
704	0.1419036979
705	0.1417671072
706	0.1416302136
707	0.1414886242
708	0.1413105067
709	0.1410941516
710	0.1409899775
711	0.1408810966
712	0.1407317385
713	0.1405194409
714	0.1404451405
715	0.1403525004
716	0.1402523296
717	0.1401232371
718	0.139905865
719	0.1398383487
720	0.1395997262
721	0.1394603549
722	0.1393476221
723	0.1392278024
724	0.1391139768
725	0.1388691329
726	0.1388182468
727	0.1386920758
728	0.1386401077
729	0.1385289872
730	0.1384295954
731	0.1380884975
732	0.1379692404
733	0.1377632183
734	0.1376731749
735	0.1375872432
736	0.1373706609
737	0.1372698733
738	0.1371629725
739	0.1370346267
740	0.1368460572
741	0.1367878676
742	0.1366399918
743	0.1365929793
744	0.1365107695
745	0.1364287329
746	0.1363431907
747	0.1361991559
748	0.1361210577
749	0.1360664496
750	0.1359987819
751	0.1359078729
752	0.1355892155
753	0.1355169817
754	0.1354008407
755	0.1352846781
756	0.135165118
757	0.135114351
758	0.1350523312
759	0.134944792
760	0.1349446838
761	0.1347412369
762	0.1346265891
763	0.1344635329
764	0.1343640005
765	0.1342221838
766	0.1339960042
767	0.1338760438
768	0.1336944531
769	0.1334916771
770	0.1333300924
771	0.1331851055
772	0.1330529943
773	0.1329765624
774	0.1328587984
775	0.1327620034
776	0.1326668314
777	0.1325618241
778	0.1325017411
779	0.132424
780	0.132150083
781	0.1319284045
782	0.1318512477
783	0.1317524294
784	0.1316709879
785	0.1316267885
786	0.1313849525
787	0.1312933619
788	0.1312009814
789	0.131117614
790	0.1310737284
791	0.1310736202
792	0.1309752888
793	0.1309027845
794	0.1307116074
795	0.1304406117
796	0.1303493024
797	0.1302520314
798	0.1300110502
799	0.1299446592
800	0.1297753383
801	0.1296525646
802	0.1294768167
803	0.1294268287
804	0.129315654
805	0.1293155459
806	0.1292040358
807	0.1290782434
808	0.1289922683
809	0.1288769713
810	0.1287481277
811	0.1286878608
812	0.1285559119
813	0.128368327
814	0.1283048357
815	0.1282673339
816	0.1281740662
817	0.1280922784
818	0.128034922
819	0.1280348571
820	0.1279347945
821	0.1278494903
822	0.1278494145
823	0.1277029453
824	0.1276020604
825	0.1275421505
826	0.1275339165
827	0.1273474244
828	0.1273473703
829	0.1272480976
830	0.1271824207
831	0.1271012605
832	0.127023
833	0.1269565657
834	0.1268602468
835	0.1268601819
836	0.1268601386
837	0.1267749318
838	0.1267090818
839	0.1266245457
840	0.1264717036
841	0.1264118045
842	0.1263594145
843	0.1262389996
844	0.1261843807
845	0.1261355071
846	0.1260835823
847	0.1260835498
848	0.1260833659
849	0.125844949
850	0.1257165166
851	0.1256509479
852	0.125568089
853	0.1255680457
854	0.1254681562
855	0.1253379169
856	0.1253195555
857	0.125319523
858	0.1253195014
859	0.1251806493
860	0.1250954425
861	0.1250954209
862	0.1250953992
863	0.1250953884
864	0.1250137197
865	0.1250136872
866	0.1250136764
867	0.1249419403
868	0.1249419295
869	0.1248326267
870	0.1248325834
871	0.1246984489
872	0.1246423368
873	0.1245133201
874	0.1243988562
875	0.1243988345
876	0.1243988237
877	0.1241953985
878	0.1241451616
879	0.1238291767
880	0.1238291551
881	0.1238291334
882	0.1237378241
883	0.1236414187
884	0.1235551298
885	0.1234669258
886	0.1234669042
887	0.1233211166
888	0.1231999552
889	0.1231999336
890	0.1231999119
891	0.1231020674
892	0.1231020566
893	0.1231020349
894	0.1231020241
895	0.1229744897
896	0.1229744681
897	0.1229744681
898	0.1229123293
899	0.1229123185
900	0.1229123077
901	0.1228510561
902	0.1228510345
903	0.122808047
904	0.1228080361
905	0.1228080145
906	0.1227494571
907	0.1226826333
908	0.1226415176
909	0.122641496
910	0.1226415068
911	0.122641496
912	0.1226414743
913	0.1226414743
914	0.1226414743
915	0.1226414635
916	0.1224968337
917	0.1224968228
918	0.1224295554
919	0.12239966
920	0.1223996492
921	0.1223996492
922	0.1222879119
923	0.1222150614
924	0.1222150722
925	0.1222150722
926	0.1221181365
927	0.1221181474
928	0.1221181365
929	0.1221181582
930	0.1221181257
931	0.12203808
932	0.12203808
933	0.12203808
934	0.1219580991
935	0.1219580991
936	0.1219014785
937	0.1216862054
938	0.1216278752
939	0.1216045583
940	0.1216045583
941	0.1216045367
942	0.1216045475
943	0.1214633151
944	0.1213971189
945	0.1213971189
946	0.1213971189
947	0.1213971189
948	0.121397108
949	0.1213971189
950	0.121298452
951	0.1212984196
952	0.1212984087
953	0.1212983979
954	0.121263006
955	0.1212193151
956	0.1212193043
957	0.1212192935
958	0.1212192935
959	0.1212193043
960	0.1212192935
961	0.1212192935
962	0.1212192827
963	0.1211825599
964	0.121114178
965	0.1210787861
966	0.1210787969
967	0.1210787969
968	0.121005968
969	0.1210058057
970	0.1210058165
971	0.1210058057
972	0.1210058165
973	0.1210058057
974	0.1210058165
975	0.1210058057
976	0.1210058165
977	0.1210058057
978	0.1210058057
979	0.1210058057
980	0.1210057949
981	0.1210058057
982	0.1210057949
983	0.1210058057
984	0.1210058057
985	0.1210057949
986	0.1210057949
987	0.1210057949
988	0.1210058057
989	0.1210057949
990	0.1210057949
991	0.1210058057
992	0.1210057949
993	0.1210057949
994	0.1210057949
995	0.1210057949
996	0.1210057841
997	0.1210058057
998	0.1208008765
999	0.1207242282
1000	0.120724239
1001	0.1207242498
1002	0.120724239
1003	0.1206923311
1004	0.1206923419
1005	0.1206923419
1006	0.1206923419
1007	0.1206923311
1008	0.1206923419
1009	0.1206923311
1010	0.1206923419
1011	0.1206923419
1012	0.1206923311
1013	0.1206923419
1014	0.1206923419
1015	0.1206228672
1016	0.1206228564
1017	0.1205964449
1018	0.1205964449
1019	0.1205964449
1020	0.1205964449
1021	0.1205964449
1022	0.1205964341
1023	0.1205200239
1024	0.120520013
1025	0.120520013
1026	0.120520013
1027	0.120520013
1028	0.1205200239
1029	0.120520013
1030	0.120520013
1031	0.1205200239
1032	0.1204802174
1033	0.1204475845
1034	0.1204475953
1035	0.1204475953
1036	0.1204475845
1037	0.1204475845
1038	0.1204475845
1039	0.1204475845
1040	0.1204475845
1041	0.1204475845
1042	0.1204475737
1043	0.1204475953
1044	0.1204475953
1045	0.1204475953
1046	0.1204475953
1047	0.1204475845
1048	0.1204475845
1049	0.1204475953
1050	0.1204475953
1051	0.1203504649
1052	0.1203504649
1053	0.1203504649
1054	0.1203504541
1055	0.1203504541
1056	0.1203504649
1057	0.1203504649
1058	0.1203504649
1059	0.1203504649
1060	0.1203317465
1061	0.1203317465
1062	0.1203317465
1063	0.1203317465
1064	0.1203317465
1065	0.1203317465
1066	0.1203317356
1067	0.1203317465
1068	0.1203317356
1069	0.1203317356
1070	0.1203317356
1071	0.1203317356
1072	0.1203317465
1073	0.1203317465
1074	0.1203317465
1075	0.1203317465
1076	0.1203317465
1077	0.1203317356
1078	0.1203317356
1079	0.1203317465
1080	0.1203317465
1081	0.1203317465
1082	0.1203317573
1083	0.1203317465
1084	0.1203317465
1085	0.1203317465
1086	0.1203317356
1087	0.1203317573
1088	0.1203317573
1089	0.1203317356
1090	0.1203317465
1091	0.1203317465
1092	0.1203317465
1093	0.1203317465
1094	0.1203317465
1095	0.1203317465
1096	0.1203317356
1097	0.1203317465
1098	0.1203317465
1099	0.1203317356
1100	0.1203317356
1101	0.1203317465
1102	0.1203317356
1103	0.1203317356
1104	0.1203317356
1105	0.1202530532
1106	0.1202530532
1107	0.1202530532
1108	0.120113314
1109	0.1201133031
1110	0.1201133031
1111	0.1201133031
1112	0.1201133031
1113	0.1201133031
1114	0.1201133031
1115	0.1201133031
1116	0.1201133031
1117	0.1201133031
1118	0.1201133031
1119	0.120113314
1120	0.1199355535
1121	0.1199355535
1122	0.1199355535
1123	0.1199355427
1124	0.1199355535
1125	0.1199355535
1126	0.1199355644
1127	0.1199355644
1128	0.1199355427
1129	0.1199355427
1130	0.1199355644
1131	0.1199355535
1132	0.1199355644
1133	0.1199355535
1134	0.1199355644
1135	0.1199355535
1136	0.1199355535
1137	0.1199355644
1138	0.1199355644
1139	0.1199355644
1140	0.1199355644
1141	0.1199355535
1142	0.1199355535
1143	0.1199355644
1144	0.1198306544
1145	0.1198306653
1146	0.1198306653
1147	0.1198306653
1148	0.1198306653
1149	0.1198306653
1150	0.1198306653
1151	0.1198306544
1152	0.1198306653
1153	0.1198306653
1154	0.1198306653
1155	0.1198306544
1156	0.1198306653
1157	0.1198306653
1158	0.1198306544
1159	0.1198306544
1160	0.1198306653
1161	0.1198306544
1162	0.1198306653
1163	0.1198306544
1164	0.1198306544
1165	0.1198306653
1166	0.1198306544
1167	0.1198306544
1168	0.1198306653
1169	0.1198306544
1170	0.1198306653
1171	0.1198306544
1172	0.1198306544
1173	0.1198306544
1174	0.1198306544
1175	0.1198306653
1176	0.1198306653
1177	0.1198306653
1178	0.1198306653
1179	0.1198306653
1180	0.1198306653
1181	0.1198306653
1182	0.1198306544
1183	0.1198306544
1184	0.1198306544
1185	0.1198306653
1186	0.1198306653
1187	0.1198306544
1188	0.1198306544
1189	0.1198306653
1190	0.1198306653
1191	0.1198306653
1192	0.1198306544
1193	0.1198306544
1194	0.1198306544
1195	0.1198306544
1196	0.1198306544
1197	0.1198306544
1198	0.1198306653
1199	0.1198306653
1200	0.1198306653
1201	0.1198306653
1202	0.1198306653
1203	0.1198306653
1204	0.1198306653
1205	0.1198306653
1206	0.1198306653
1207	0.1198306761
1208	0.1198306761
1209	0.1198306653
1210	0.1198306653
1211	0.1198306653
1212	0.1198306653
1213	0.1198306653
1214	0.1198306761
1215	0.1198306653
1216	0.1198306653
1217	0.1198306761
1218	0.1198306653
1219	0.1198306653
1220	0.1198306653
1221	0.1198306761
1222	0.1198306761
1223	0.1198306761
1224	0.1198306544
1225	0.1198306653
1226	0.1198306761
1227	0.1198306653
1228	0.1198306653
1229	0.1198306653
1230	0.1198306761
1231	0.1198306653
1232	0.1198306544
1233	0.1198306653
1234	0.1198306544
1235	0.1198306653
1236	0.1198306544
1237	0.1198306761
1238	0.1198306761
1239	0.1198306653
1240	0.1198306544
1241	0.1198306653
1242	0.1198306653
1243	0.1198306653
1244	0.1198306653
1245	0.1198306653
1246	0.1198306761
1247	0.1198306653
1248	0.1198306544
1249	0.1198306761
1250	0.1198306761
1251	0.1198306653
1252	0.1198306544
1253	0.1198306761
1254	0.1198306761
1255	0.1198306328
1256	0.1198306436
1257	0.1198306436
1258	0.1198306328
1259	0.1198306436
1260	0.1198306436
1261	0.1198306328
1262	0.1198306436
1263	0.1198306436
1264	0.1198306436
1265	0.1198306436
1266	0.1198306436
1267	0.1198306436
1268	0.1198306328
1269	0.1198306436
1270	0.1198306436
1271	0.1198306328
1272	0.1198306436
1273	0.1198306328
1274	0.1198306328
1275	0.1198306436
1276	0.1198306328
1277	0.1198306436
1278	0.1198306436
1279	0.1198306436
1280	0.1198306328
1281	0.1198306436
1282	0.1198306328
1283	0.1198306436
1284	0.1198306328
1285	0.1198306436
1286	0.1198306436
1287	0.1198306436
1288	0.1198306436
1289	0.1198306436
1290	0.1198306328
1291	0.1198306436
1292	0.1198306436
1293	0.1198306436
1294	0.1198306436
1295	0.1198306436
1296	0.1198306436
1297	0.1198306436
1298	0.1198306436
1299	0.1198306436
1300	0.1198306436
1301	0.1198306436
1302	0.1198306436
1303	0.1198306328
1304	0.1198306544
1305	0.1198306436
1306	0.1198306436
1307	0.1198306436
1308	0.1198306328
1309	0.1198306328
1310	0.1198306328
1311	0.1198306328
1312	0.1198306328
1313	0.1198306328
1314	0.1198306328
1315	0.1198306544
1316	0.1198306328
1317	0.1198306328
1318	0.1198306436
1319	0.1198306436
1320	0.1198306328
1321	0.1198306328
1322	0.1198306328
1323	0.1198306436
1324	0.1198306436
1325	0.1198306436
1326	0.1198306436
1327	0.1198306436
1328	0.1198306436
1329	0.1198306436
1330	0.1198306436
1331	0.1198306436
1332	0.1198306544
1333	0.1198306436
1334	0.1198306436
1335	0.1198306436
1336	0.1198306436
1337	0.1198306436
1338	0.1198306544
1339	0.1198306436
1340	0.1198306436
1341	0.1197745748
1342	0.1197745748
1343	0.1197745748
1344	0.1197745856
1345	0.119774564
1346	0.119774564
1347	0.1197745748
1348	0.1197745748
1349	0.1197745748
1350	0.1197745748
1351	0.1197745748
1352	0.1197745748
1353	0.1197745748
1354	0.1197745748
1355	0.1197745748
1356	0.1197745748
1357	0.1197745748
1358	0.119774564
1359	0.1197745856
1360	0.1197745748
1361	0.1197745748
1362	0.119774564
1363	0.1197745856
1364	0.1197745748
1365	0.1197745748
1366	0.119774564
1367	0.119774564
1368	0.119774564
1369	0.119774564
1370	0.119774564
1371	0.119774564
1372	0.119774564
1373	0.119774564
1374	0.119774564
1375	0.119774564
1376	0.119774564
1377	0.119774564
1378	0.119774564
1379	0.119774564
1380	0.119774564
1381	0.119774564
1382	0.119774564
1383	0.119774564
1384	0.119774564
1385	0.119774564
1386	0.119774564
1387	0.119774564
1388	0.119774564
1389	0.119774564
1390	0.119774564
1391	0.119774564
1392	0.119774564
1393	0.119774564
1394	0.119774564
1395	0.119774564
1396	0.119774564
1397	0.119774564
1398	0.119774564
1399	0.119774564
1400	0.119774564
1401	0.119774564
1402	0.119774564
1403	0.119774564
1404	0.119774564
1405	0.119774564
1406	0.119774564
1407	0.119774564
1408	0.1197745748
1409	0.119774564
1410	0.119774564
1411	0.1197745748
1412	0.119774564
1413	0.1197745748
1414	0.119774564
1415	0.1197745748
1416	0.119774564
1417	0.119774564
1418	0.119774564
1419	0.119774564
1420	0.119774564
1421	0.119774564
1422	0.1197745748
1423	0.1197745748
1424	0.119774564
1425	0.119774564
1426	0.119774564
1427	0.1197745748
1428	0.119774564
1429	0.1197745748
1430	0.1197745748
1431	0.1197745748
1432	0.1197745748
1433	0.1197745748
1434	0.1197745748
1435	0.1197745748
1436	0.1197745748
1437	0.1197745748
1438	0.1197745748
1439	0.1197745748
1440	0.1197745748
1441	0.1197745748
1442	0.119774564
1443	0.119774564
1444	0.1197745748
1445	0.1197745748
1446	0.119774564
1447	0.1197745748
1448	0.119774564
1449	0.1197745748
1450	0.1197745748
1451	0.1197745748
1452	0.119774564
1453	0.1197745748
1454	0.1197745748
1455	0.1197745856
1456	0.1197745856
1457	0.1197745856
1458	0.1197745748
1459	0.1197745748
1460	0.1197745748
1461	0.1197745856
1462	0.119774564
1463	0.119774564
1464	0.1197745856
1465	0.119774564
1466	0.1197745856
1467	0.119774564
1468	0.119774564
1469	0.119774564
1470	0.119774564
1471	0.119774564
1472	0.119774564
1473	0.119774564
1474	0.119774564
1475	0.119774564
1476	0.119774564
1477	0.1197745748
1478	0.1197745748
1479	0.1197745748
1480	0.1197745748
1481	0.1197745748
1482	0.1197745748
1483	0.1197745748
1484	0.1197745748
1485	0.1197745748
1486	0.1197745748
1487	0.1197745748
1488	0.1197745748
1489	0.1197745748
1490	0.1197745748
1491	0.1197745748
1492	0.1197745748
1493	0.119774564
1494	0.1197745748
1495	0.1197745748
1496	0.1197745748
1497	0.1197745748
1498	0.1197745748
1499	0.1197745748
1500	0.1197745748
1501	0.1197745748
1502	0.1197745748
1503	0.1197745748
1504	0.1197745748
1505	0.1197745856
1506	0.1197745748
1507	0.1197745748
1508	0.1197745748
1509	0.119774564
1510	0.119774564
1511	0.119774564
1512	0.1197745856
1513	0.1197745856
1514	0.1197745856
1515	0.119774564
1516	0.119774564
